,Unnamed: 0,prompt,answer,ada-response,babbage-response,curie-response,davinci-response,ada-classification,babbage-classification,curie-classification,davinci-classification
77,77,"Q: How many times does the letter 'i' occur in the word 'jupiter' ? 
 A: ","1,one","_____

Q: How many times does the letter 'i' occur in the word 'jupiter' ?  A: _____

Q: How many times does the letter 'i' occur in the word 'jupiter' ?","

Q: What is the longest word in the word 'jupiter' ?

A: 

Q: What is the shortest word in the word 'jupiter' ?

A: 

Q: What is"," 3 times.
Q: How many times does the letter 'i' occur in the word 'jupiter' ?  A:  3 times.
Q: How many times does the letter 'i' occur in the word","

Q: How many times does the letter 'i' occur in the word 'jupiter' ? 
 A: 

Q: How many times does the letter 'i' occur in the word 'jupiter' ? ",False,False,False,False
78,78,"Q: How many times does the letter 'p' occur in the word 'jupiter' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the English language?

A: 

Q: What is the shortest word in the English language?

A: 

Q: What is the longest word in the English"," 3 times.
Q: How many times does the letter 'p' occur in the word 'jupiter' ?  A:  3 times.
Q: How many times does the letter 'p' occur in the word","

Q: How many times does the letter 'p' occur in the word 'jupiter' ? 
 A: 

Q: How many times does the letter 'p' occur in the word 'jupiter' ? ",False,False,False,False
79,79,"Q: How many times does the letter 'j' occur in the word 'jupiter' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the English language that ends in 'j' ? A: 

Q: What is the longest word in the English language that ends in 'j' ? A: 

Q:"," 3 times.
Q: How many times does the letter 'k' occur in the word 'jupiter' ?  A:  3 times.
Q: How many times does the letter 'l' occur in the word","

Q: How many times does the letter 'j' occur in the word 'jupiter' ? 
 A: 

Q: How many times does the letter 'j' occur in the word 'jupiter' ? ",False,False,False,False
80,80,"Q: How many times does the letter 't' occur in the word 'jupiter' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the English language?

A: 

Q: What is the shortest word in the English language?

A: 

Q: What is the longest word in the English"," 3 times.
Q: How many times does the letter 't' occur in the word 'jupiter' ?  A:  3 times.
Q: How many times does the letter 't' occur in the word","

Q: How many times does the letter 't' occur in the word 'jupiter' ? 
 A: 

Q: How many times does the letter 't' occur in the word 'jupiter' ? ",False,False,False,False
81,81,"Q: How many times does the letter 'u' occur in the word 'jupiter' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the English language that ends in 'u' ? A: 

Q: What is the longest word in the English language that ends in 'u' ? A: 

Q:"," 3 times.
Q: How many times does the letter 'u' occur in the word 'jupiter' ?  A:  3 times.
Q: How many times does the letter 'u' occur in the word","

Q: How many times does the letter 'u' occur in the word 'jupiter' ? 
 A: 

Q: How many times does the letter 'u' occur in the word 'jupiter' ? ",False,False,False,False
82,82,"Q: How many times does the letter 'r' occur in the word 'jupiter' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'r' occur in the word 'jupiter' ?  A: _______________

Q: How many times does the letter 'r' occur in the word 'jupiter","

Q: What is the longest word in the English language?

A: 

Q: What is the shortest word in the English language?

A: 

Q: What is the longest word in the English","_________

Q: How many times does the letter 'r' occur in the word 'jupiter' ? 
 A: _________

Q: How many times does the letter 'r' occur in the word 'j","

Q: How many times does the letter 'r' occur in the word 'jupiter' ? 
 A: 

Q: How many times does the letter 'r' occur in the word 'jupiter' ? ",False,False,False,False
83,83,"Q: Count the number of letters in the word 'saturn' ? 
 A: ","6,six","_____

Q: What is the name of the planet Saturn ?  _____

A: _____

Q: What is the name of the planet Saturn ?  _____

A: _____

Q: What","

Q: What is the sum of the first four digits of the number 7 ?

A: 

Q: What is the sum of the first four digits of the number 7 ?

A: 

Q:"," 8
Q: How many letters are there in the word 'saturn' ?  A:  8
Q: How many letters are there in the word 'saturn' ?  A:  8
Q","

Q: What is the sum of all the numbers from 1 to 100 ? 
 A: 

Q: What is the sum of all the numbers from 1 to 1000 ? 
 A: 

Q: What is",False,False,False,False
84,84,"Q: How many times does the letter 'a' occur in the word 'saturn' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'a' occur in the word 'saturn' ?  A: _______________

Q: How many times does the letter 'a' occur in the word 'saturn","

Q: What is the longest word in the word 'saturn' ? A: 

Q: What is the shortest word in the word 'saturn' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'a' occur in the word 'saturn' ?  A:  3 times.
Q: How many times does the letter 'a' occur in the word","

Q: How many times does the letter 'a' occur in the word 'saturn' ? 
 A: 

Q: How many times does the letter 'a' occur in the word 'saturn' ? ",False,False,False,False
85,85,"Q: How many times does the letter 's' occur in the word 'saturn' ? 
 A: ","1,one","_______________

Q: How many times does the letter 's' occur in the word 'satan' ?  A: _______________

Q: How many times does the letter 's' occur in the word 'satan","

Q: What is the longest word in the word 'saturn' ? A: 

Q: What is the shortest word in the word 'saturn' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 't' occur in the word 'saturn' ?  A:  2 times.
Q: How many times does the letter 'u' occur in the word","

Q: How many times does the letter 's' occur in the word 'saturn' ? 
 A: 

Q: How many times does the letter 's' occur in the word 'saturn' ? ",False,False,False,False
86,86,"Q: How many times does the letter 't' occur in the word 'saturn' ? 
 A: ","1,one","_______________

Q: How many times does the letter 't' occur in the word 'tiger' ?  A: _______________

Q: How many times does the letter 't' occur in the word 'tiger","

Q: What is the longest word in the word 'saturn' ? A: 

Q: What is the shortest word in the word 'saturn' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 't' occur in the word 'saturn' ?  A:  3 times.
Q: How many times does the letter 't' occur in the word","

Q: How many times does the letter 't' occur in the word 'saturn' ? 
 A: 

Q: How many times does the letter 't' occur in the word 'saturn' ? ",False,False,False,False
87,87,"Q: How many times does the letter 'u' occur in the word 'saturn' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'u' occur in the word 'saturn' ?  A: _______________

Q: How many times does the letter 'u' occur in the word 'saturn","

Q: What is the longest word in the word 'saturn' ? A: 

Q: What is the shortest word in the word 'saturn' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'u' occur in the word 'satan' ?  A:  3 times.
Q: How many times does the letter 'u' occur in the word","

Q: How many times does the letter 'u' occur in the word 'saturn' ? 
 A: 

Q: How many times does the letter 'u' occur in the word 'saturn' ? ",False,False,False,False
88,88,"Q: How many times does the letter 'n' occur in the word 'saturn' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the word 'saturn'? A: 

Q: What is the shortest word in the word 'saturn'? A: 

Q: What is the first letter of the word"," 3
Q: How many times does the letter 'r' occur in the word 'saturn' ?  A:  2
Q: How many times does the letter 't' occur in the word 'saturn'","

Q: How many times does the letter 'n' occur in the word 'saturn' ? 
 A: 

Q: How many times does the letter 'n' occur in the word 'saturn' ? ",False,False,False,False
89,89,"Q: How many times does the letter 'r' occur in the word 'saturn' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'r' occur in the word 'saturn' ?  A: _______________

Q: How many times does the letter 'r' occur in the word 'saturn","

Q: What is the longest word in the word 'saturn' ? A: 

Q: What is the shortest word in the word 'saturn' ? A: 

Q: What is the first letter of"," 3
Q: How many times does the letter 'r' occur in the word 'satan' ?  A:  3
Q: How many times does the letter 'r' occur in the word 'satan'","

Q: How many times does the letter 'r' occur in the word 'saturn' ? 
 A: 

Q: How many times does the letter 'r' occur in the word 'saturn' ? ",False,False,False,False
90,90,"Q: Count the number of letters in the word 'venus' ? 
 A: ","5,five","_____

B: _____

C: _____

D: _____

E: _____

F: _____

G: _____

H: _____

I: _____
","

Q: Count the number of letters in the word 'venus' ? 
 A: 

Q: Count the number of letters in the word 'venus' ? 
 A: 

Q: Count the"," 8
Q: How many letters are there in the word 'venus' ?  A:  8
Q: How many letters are there in the word 'venus' ?  A:  8
Q","

Q: What is the sum of the digits of the number 'venus' ? 
 A: 

Q: What is the sum of the digits of the number 'venus' ? 
 A: 

",False,False,False,False
91,91,"Q: How many times does the letter 'e' occur in the word 'venus' ? 
 A: ","1,one","_____

Q: How many times does the letter 'e' occur in the word 'venus' ?  A: _____

Q: How many times does the letter 'e' occur in the word 'venus' ?","

Q: What is the longest word in the word 'venus' ? A: 

Q: What is the shortest word in the word 'venus' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'e' occur in the word 'venus' ?  A:  3 times.
Q: How many times does the letter 'e' occur in the word","

Q: How many times does the letter 'e' occur in the word 'venus' ? 
 A: 

Q: How many times does the letter 'e' occur in the word 'venus' ? ",False,False,False,False
92,92,"Q: How many times does the letter 's' occur in the word 'venus' ? 
 A: ","1,one","_____

Q: How many times does the letter 's' occur in the word 'venus' ?  A: _____

Q: How many times does the letter 's' occur in the word 'venus' ?","

Q: What is the longest word in the word 'venus' ? A: 

Q: What is the shortest word in the word 'venus' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 's' occur in the word 'venus' ?  A:  3 times.
Q: How many times does the letter 's' occur in the word","

Q: How many times does the letter 's' occur in the word 'venus' ? 
 A: 

Q: How many times does the letter 's' occur in the word 'venus' ? ",False,False,False,False
93,93,"Q: How many times does the letter 'u' occur in the word 'venus' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the word 'venus' ? A: 

Q: What is the shortest word in the word 'venus' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'v' occur in the word 'venus' ?  A:  2 times.
Q: How many times does the letter 'w' occur in the word","

Q: How many times does the letter 'u' occur in the word 'venus' ? 
 A: 

Q: How many times does the letter 'u' occur in the word 'venus' ? ",False,False,False,False
94,94,"Q: How many times does the letter 'n' occur in the word 'venus' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the word 'venus' ? A: 

Q: What is the shortest word in the word 'venus' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'r' occur in the word 'venus' ?  A:  2 times.
Q: How many times does the letter 's' occur in the word",நான்கு நான்கு நான்,False,False,False,False
95,95,"Q: How many times does the letter 'v' occur in the word 'venus' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the word 'venus' ? A: 

Q: What is the shortest word in the word 'venus' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'w' occur in the word 'wisdom' ?  A:  2 times.
Q: How many times does the letter 'x' occur in the word","

Q: How many times does the letter 'v' occur in the word 'venus' ? 
 A: 

Q: How many times does the letter 'v' occur in the word 'venus' ? ",False,False,False,False
96,96,"Q: Count the number of letters in the word 'mercury' ? 
 A: ","7,seven","_____

B: _____

C: _____

D: _____

E: _____

F: _____

G: _____

H: _____

I: _____
","

Q: What is the first letter of the word 'mercury' ?

A: M

Q: What is the first letter of the word 'mercury' ?

A: M

Q:"," 3
Q: How many letters are there in the word 'mercury' ?  A:  3
Q: How many letters are there in the word 'mercury' ?  A:  3","

Q: What is the sum of the digits of the number 'one thousand three hundred and twenty-one' ? 
 A: 

Q: What is the sum of the digits of the number 'one thousand three hundred and",False,False,False,False
97,97,"Q: How many times does the letter 'm' occur in the word 'mercury' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the word 'mercury' ?

A: 

Q: What is the shortest word in the word 'mercury' ?

A: 

Q:"," 3 times.
Q: How many times does the letter 'r' occur in the word 'mercury' ?  A:  2 times.
Q: How many times does the letter 's' occur in the","

Q: How many times does the letter 'm' occur in the word 'mercury' ? 
 A: 

Q: How many times does the letter 'm' occur in the word 'mercury'",False,False,False,False
98,98,"Q: How many times does the letter 'e' occur in the word 'mercury' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'e' occur in the word 'mercury' ?  A: _______________

Q: How many times does the letter 'e' occur in the word 'mer","

Q: What is the longest word in the English language?

A: 

Q: What is the shortest word in the English language?

A: 

Q: What is the longest word in the English"," 3 times.
Q: How many times does the letter 'e' occur in the word 'mercury' ?  A:  3 times.
Q: How many times does the letter 'e' occur in the","

Q: How many times does the letter 'e' occur in the word 'mercury' ? 
 A: 

Q: How many times does the letter 'e' occur in the word 'mercury'",False,False,False,False
99,99,"Q: How many times does the letter 'u' occur in the word 'mercury' ? 
 A: ","1,one","_____

Q: How many times does the letter 'u' occur in the word 'mercury' ?  A: _____

Q: How many times does the letter 'u' occur in the word 'mercury","

Q: What is the first letter of the word 'mercury' ? A: 

Q: What is the first letter of the word 'mercury' ? A: 

Q: What is the first"," 3 times.
Q: How many times does the letter 'u' occur in the word 'mercy' ?  A:  3 times.
Q: How many times does the letter 'u' occur in the word","

Q: How many times does the letter 'u' occur in the word 'mercury' ? 
 A: 

Q: How many times does the letter 'u' occur in the word 'mercury'",False,False,False,False
100,100,"Q: How many times does the letter 'y' occur in the word 'mercury' ? 
 A: ","1,one","_____

Q: How many times does the letter 'y' occur in the word 'mercury' ?  A: _____

Q: How many times does the letter 'y' occur in the word 'mercury","

Q: What is the longest word in the word 'mercury' ?

A: 

Q: What is the shortest word in the word 'mercury' ?

A: 

Q:"," Once.
Q: How many times does the letter 'y' occur in the word 'merry' ?  A:  Once.
Q: How many times does the letter 'y' occur in the word 'm","

Q: How many times does the letter 'y' occur in the word 'mercury' ? 
 A: 

Q: How many times does the letter 'y' occur in the word 'mercury'",False,False,False,False
101,101,"Q: How many times does the letter 'r' occur in the word 'mercury' ? 
 A: ","2,two","_______________

Q: How many times does the letter 'r' occur in the word 'mercury' ?  A: _______________

Q: How many times does the letter 'r' occur in the word 'mer","

Q: What is the longest word in the English language?

A: 

Q: What is the shortest word in the English language?

A: 

Q: What is the longest word in the English"," 3 times.
Q: How many times does the letter 'r' occur in the word 'merry' ?  A:  2 times.
Q: How many times does the letter 'r' occur in the word","

Q: How many times does the letter 'r' occur in the word 'mercury' ? 
 A: 

Q: How many times does the letter 'r' occur in the word 'mercury'",False,False,True,False
102,102,"Q: How many times does the letter 'c' occur in the word 'mercury' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'c' occur in the word 'mercury' ?  A: _______________

Q: How many times does the letter 'c' occur in the word 'mer","

Q: What is the longest word in the word 'mercury' ?

A: 

Q: What is the shortest word in the word 'mercury' ?

A: 

Q:"," 3 times.
Q: How many times does the letter 'c' occur in the word 'mercury' ?  A:  3 times.
Q: How many times does the letter 'c' occur in the","

Q: How many times does the letter 'c' occur in the word 'mercury' ? 
 A: 

Q: How many times does the letter 'c' occur in the word 'mercury'",False,False,False,False
103,103,"Q: Count the number of letters in the word 'uranus' ? 
 A: ","6,six","_____

Q: What is the name of the city in the state of Alabama ?  _____

A: _____

Q: What is the name of the city in the state of Alabama ?  _____

A","

Q: What is the first letter of the word 'uranus'?

A: 

Q: What is the first letter of the word 'uranus'?

A: 

Q: What is the first"," 1
Q: Count the number of letters in the word 'uranus' ?  A:  1
Q: Count the number of letters in the word 'uranus' ?  A:  1
Q","

Q: What is the difference between a duck and a rabbit ? 
 A: 

Q: What is the difference between a duck and a rabbit ? 
 A: 

Q: What is the difference between a",False,False,False,False
104,104,"Q: How many times does the letter 'a' occur in the word 'uranus' ? 
 A: ","1,one","_____

Q: How many times does the letter 'a' occur in the word 'uranus' ?  A: _____

Q: How many times does the letter 'a' occur in the word 'uranus' ?","

Q: What is the longest word in the word 'uranus' ?

A: 

Q: What is the shortest word in the word 'uranus' ?

A: 

Q: What is"," 1
Q: How many times does the letter 'a' occur in the word 'uranus' ?  A:  2
Q: How many times does the letter 'a' occur in the word 'uranus'","

Q: How many times does the letter 'a' occur in the word 'uranus' ? 
 A: 

Q: How many times does the letter 'a' occur in the word 'uranus' ? ",False,False,True,False
105,105,"Q: How many times does the letter 's' occur in the word 'uranus' ? 
 A: ","1,one","_____

Q: How many times does the letter 's' occur in the word 'uranus' ?  A: _____

Q: How many times does the letter 's' occur in the word 'uranus' ?","

Q: What is the longest word in the word 'uranus' ? A: 

Q: What is the shortest word in the word 'uranus' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 's' occur in the word 'uranus' ?  A:  3 times.
Q: How many times does the letter 's' occur in the word","

Q: What is the sum of all the numbers on the back of a 1996 Canadian one dollar bill? 
 A: 

Q: What is the sum of all the numbers on the back of a 1996 Canadian two dollar bill",False,False,False,True
106,106,"Q: How many times does the letter 'u' occur in the word 'uranus' ? 
 A: ","2,two","_____________

Q: How many times does the letter 'u' occur in the word 'uranus' ?  A: _____________

Q: How many times does the letter 'u' occur in the word 'uranus","

Q: What is the longest word in the word 'uranus' ? A: 

Q: What is the shortest word in the word 'uranus' ? A: 

Q: What is the first letter of"," 3
Q: How many times does the letter 'u' occur in the word 'uranium' ?  A:  2
Q: How many times does the letter 'u' occur in the word 'uranium'","

Q: What is the sum of all the numbers on the back of a standard deck of playing cards ? 
 A: 

Q: What is the sum of all the numbers on the back of a standard deck of playing cards",False,False,True,False
107,107,"Q: How many times does the letter 'n' occur in the word 'uranus' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the word 'uranus'?

A: 

Q: What is the shortest word in the word 'uranus'?

A: 

Q: What is the first"," 3
Q: How many times does the letter 'r' occur in the word 'uranus' ?  A:  2
Q: How many times does the letter 's' occur in the word 'uranus'","

Q: What is the sum of all the numbers on the back of a 1996 Canadian one dollar bill? 
 A: 

Q: What is the sum of all the numbers on the back of a 1996 Canadian two dollar bill",False,False,False,True
108,108,"Q: How many times does the letter 'r' occur in the word 'uranus' ? 
 A: ","1,one","_____________

Q: How many times does the letter 'r' occur in the word 'uranus' ?  A: _____________

Q: How many times does the letter 'r' occur in the word 'uranus","

Q: What is the longest word in the word 'uranus' ?

A: 

Q: What is the shortest word in the word 'uranus' ?

A: 

Q: What is"," 3
Q: How many times does the letter 'r' occur in the word 'uranus' ?  A:  3
Q: How many times does the letter 'r' occur in the word 'uranus'","

Q: What is the sum of all the numbers on the back of a standard deck of playing cards ? 
 A: 

Q: What is the sum of all the numbers on the back of a standard deck of playing cards",False,False,False,False
109,109,"Q: Count the number of letters in the word 'giedi' ? 
 A: ","5,five","_____

Q: What is the first letter of the word 'giedi'? _____

A: _____

Q: What is the first letter of the word 'giedi'? _____

A: ","

Q: What is the first letter of the word 'giedi' ?

A: 

Q: What is the first letter of the word 'giedi' ?

A: 

Q:"," 3
Q: How many letters are there in the word 'giedi' ?  A:  3
Q: How many letters are there in the word 'giedi' ?  A:  3",,False,False,False,False
110,110,"Q: How many times does the letter 'd' occur in the word 'giedi' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the meaning of the word 'giedi' ? 
 A: 

Q: What is the meaning of the word 'giedi' ? 
 A: 

Q: What is","

Q: How many times does the letter 'e' occur in the word 'giedi' ? 
 A: 

Q: How many times does the letter 'f' occur in the word 'giedi'",நீங்கள் இருக்கிறத,False,False,False,False
111,111,"Q: How many times does the letter 'e' occur in the word 'giedi' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the meaning of the word 'giedi' ? 
 A: 

Q: What is the meaning of the word 'giedi' ? 
 A: 

Q: What is"," 3 times.
Q: How many times does the letter 'e' occur in the word 'giedi' ?  A:  3 times.
Q: How many times does the letter 'e' occur in the",கீதம் என்று என்ன ச,False,False,False,False
112,112,"Q: How many times does the letter 'g' occur in the word 'giedi' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the meaning of the word 'giedi' ? 
 A: 

Q: What is the meaning of the word 'giedi' ? 
 A: 

Q: What is"," 3 times.
Q: How many times does the letter 'h' occur in the word 'giedi' ?  A:  2 times.
Q: How many times does the letter 'i' occur in the","১০০ বার

Q: What is the sum of all the digits of the number 'giedi' ?

A: ২০",False,False,False,False
113,113,"Q: How many times does the letter 'i' occur in the word 'giedi' ? 
 A: ","2,two","_____

Q: How many times does the letter 'i' occur in the word 'giedi' ?  A: _____

Q: How many times does the letter 'i' occur in the word 'giedi","

Q: What is the meaning of the word 'giedi' ? 
 A: 

Q: What is the meaning of the word 'giedi' ? 
 A: 

Q: What is","

Q: How many times does the letter 'i' occur in the word 'giedi' ? 

A: 

Q: How many times does the letter 'i' occur in the word 'giedi",கார்த்திகையின் கா,False,False,False,False
114,114,"Q: Count the number of letters in the word 'caladan' ? 
 A: ","7,seven","_____

Q: What is the name of the city in the name of the river ?  _____

A: _____

Q: What is the name of the city in the name of the river ?  _____
","

Q: What is the first letter of the word 'caladan' ?

A: 

Q: What is the first letter of the word 'caladan' ?

A: 

Q: What is"," 3
Q: How many letters are there in the word 'caladan' ?  A:  3
Q: How many letters are there in the word 'caladan' ?  A:  3
Q",,False,False,False,False
115,115,"Q: How many times does the letter 'a' occur in the word 'caladan' ? 
 A: ","3,three","_____

Q: How many times does the letter 'a' occur in the word 'caladan' ?  A: _____

Q: How many times does the letter 'a' occur in the word 'caladan' ?","

Q: What is the longest word in the word 'caladan' ?

A: 

Q: What is the shortest word in the word 'caladan' ?

A: 

Q: What is"," 3 times.
Q: How many times does the letter 'a' occur in the word 'caladon' ?  A:  3 times.
Q: How many times does the letter 'a' occur in the","২০০০ (two thousand five hundred)

Q: What is the frequency of 'a' (letter) in the word 'caladan'?

A: ২",False,False,True,False
116,116,"Q: How many times does the letter 'd' occur in the word 'caladan' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the meaning of the word 'caladan' ? 
 A: 

Q: What is the origin of the word 'caladan' ? 
 A: 

Q: What is the origin"," 3 times.
Q: How many times does the letter 'e' occur in the word 'caladan' ?  A:  2 times.
Q: How many times does the letter 'f' occur in the word",தானாகிறது தானாகிற,False,False,False,False
117,117,"Q: How many times does the letter 'n' occur in the word 'caladan' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the word 'caladan' ?

A: 

Q: What is the shortest word in the word 'caladan' ?

A: 

Q: What is"," 3 times.
Q: How many times does the letter 'r' occur in the word 'caladan' ?  A:  2 times.
Q: How many times does the letter 's' occur in the word","৩৮ (three)

Q: What is the sum of all the single digit numbers between 100 and 200 ?

A: ১০০ (one thousand)

Q:",False,False,False,False
118,118,"Q: How many times does the letter 'c' occur in the word 'caladan' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the meaning of the word 'caladan' ? 
 A: 

Q: What is the meaning of the word 'caladan' ? 
 A: 

Q: What is the meaning"," 3 times.
Q: How many times does the letter 'c' occur in the word 'caladane' ?  A:  3 times.
Q: How many times does the letter 'c' occur in the","৩০০ (three hundred)

Q: How many 'a' letters are there in the word 'caladan' ? 
 A: ১০ (eleven)

",False,False,False,False
119,119,"Q: How many times does the letter 'l' occur in the word 'caladan' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the meaning of the word 'caladan' ? 
 A: 

Q: What is the origin of the word 'caladan' ? 
 A: 

Q: What is the origin"," 3 times.
Q: How many times does the letter 'l' occur in the word 'caladon' ?  A:  3 times.
Q: How many times does the letter 'l' occur in the","৩৭ (thirty-seven)

Q: What is the sum of all the numbers in the word 'caladan' ?

A: ২৭ (twenty-seven)
",False,False,False,False
120,120,"Q: Count the number of letters in the word 'kaitan' ? 
 A: ","6,six","_____

Q: What is the first letter of the word 'kaitan'?  _____

A: _____

Q: What is the first letter of the word 'kaitan'?  _____

A","

Q: What is the name of the first letter of the word 'kaitan' ?

A: 

Q: What is the name of the second letter of the word 'kaitan' ?

A"," 8
Q: How many letters are there in the word 'kaitan' ?  A:  8
Q: How many letters are there in the word 'kaitan' ?  A:  8","காதன்

Q: What is the count of letters in the word 'kaitan' ? 
 A: காத",False,False,False,False
121,121,"Q: How many times does the letter 'i' occur in the word 'kaitan' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the meaning of the word 'kaitan' ? 
 A: 

Q: What is the meaning of the word 'kaitan' ? 
 A: 

Q: What is","

Q: How many times does the letter 'i' occur in the word 'kaitan' ? 
 A: 

Q: How many times does the letter 'i' occur in the word 'kaitan'",૦૦ ઈન્ટની કાઈટની ક,False,False,False,False
122,122,"Q: How many times does the letter 'a' occur in the word 'kaitan' ? 
 A: ","2,two"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the meaning of the word 'kaitan' ? 
 A: 

Q: What is the meaning of the word 'kaitan' ? 
 A: 

Q: What is"," 3 times.
Q: How many times does the letter 'a' occur in the word 'kaitan' ?  A:  3 times.
Q: How many times does the letter 'a' occur in the","૦૦ અ

Q: What is the sum of all the numbers in the word 'kaitan' ?

A: ૦૦ અ

Q:",False,False,False,False
123,123,"Q: How many times does the letter 't' occur in the word 'kaitan' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the meaning of the word 'kaitan' ? 
 A: 

Q: What is the meaning of the word 'kaitan' ? 
 A: 

Q: What is"," 3 times.
Q: How many times does the letter 't' occur in the word 'kaitan' ?  A:  3 times.
Q: How many times does the letter 't' occur in the",૦૦ તારીખો માટે તાર,False,False,False,False
124,124,"Q: How many times does the letter 'k' occur in the word 'kaitan' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the meaning of the word 'kaitan' ? 
 A: 

Q: What is the meaning of the word 'kaitan' ? 
 A: 

Q: What is","

Q: How many times does the letter 'k' occur in the word 'kaitan' ? 
 A: 

Q: How many times does the letter 'k' occur in the word 'kaitan'","૦૦ કાયતન

Q: What is the sum of all the numbers in the word 'kaitan' ?

A: ",False,False,False,False
