,Unnamed: 0,prompt,answer,text-ada-001-response,text-babbage-001-response,text-curie-001-response,text-davinci-001-response,text-ada-001-classification,text-babbage-001-classification,text-curie-001-classification,text-davinci-001-classification
133,133,"Q: How many times does the letter 'a' occur in the word 'alexander' ? 
 A: ","2,two","

There are three times the word 'alexander' occurs.","

There are six occurrences of the letter 'a' in Alexander.","

There are six a's in the word 'alexander'.","

There are six occurrences of the letter 'a' in the word 'alexander'.",False,False,False,False
134,134,"Q: How many times does the letter 'n' occur in the word 'alexander' ? 
 A: ","1,one","

There are three times the word ""alexander"" occurs.","

There are six occurrences of the letter 'n' in the word 'alexander'.","

There are six occurrences of the letter 'n' in the word 'alexander'.","

There are six occurrences of the letter 'n' in the word 'alexander'.",False,False,False,False
135,135,"Q: How many times does the letter 'd' occur in the word 'alexander' ? 
 A: ","1,one","

There are three times the word 'alexander' contains the letter ""d"".","

There are six occurrences of the letter 'd' in the word 'alexander'.","

There are six occurrences of the letter 'd' in the word 'alexander'.","

There are three occurrences of the letter 'd' in the word 'alexander'.",False,False,False,False
136,136,"Q: How many times does the letter 'x' occur in the word 'alexander' ? 
 A: ","1,one","

x2","

There are six occurrences of the letter 'x' in Alexander.","

There are six x's in the word ""alexander"".","

The letter 'x' occurs twice in the word 'alexander'.",False,False,False,False
137,137,"Q: How many times does the letter 'r' occur in the word 'alexander' ? 
 A: ","1,one","

There are three times the letter ""r"" occurs in the word ""alexander.""","

There are six occurrences of the letter 'r' in the word 'alexander'.","

There are six occurrences of the letter 'r' in the word 'alexander'.","

There are three 'r's in the word 'alexander'.",False,False,False,False
138,138,"Q: How many times does the letter 'l' occur in the word 'alexander' ? 
 A: ","1,one","

There are three times the letter ""l"" occurs in the word ""alexander.""","

There are six occurrences of the letter 'l' in Alexander.","

There are six occurrences of the letter 'l' in the word 'alexander'.","

There are three 'l's in the word 'alexander'.",False,False,False,False
139,139,"Q: Count the number of letters in the word 'caesar' ? 
 A: ","6,six","

There are six letters in the word ""caesar"".","

There are nine letters in the word ""caesar.""","

There are six letters in the word 'caesar'.","

There are six letters in the word 'caesar'.",True,False,True,True
140,140,"Q: How many times does the letter 'e' occur in the word 'caesar' ? 
 A: ","1,one","

There are three times the letter 'e' occurs in the word ""caesar"".","

There are six occurrences of the letter 'e' in the word ""caesar"".","

There are six occurrences of the letter 'e' in the word 'caesar'.","

There are three 'e's in 'caesar'.",False,False,False,False
141,141,"Q: How many times does the letter 'a' occur in the word 'caesar' ? 
 A: ","2,two","

There are three times the word ""a"" occurs in the letter ""a"".","

There are six occurrences of the letter 'a' in the word ""caesar"".","

There are six occurrences of the letter 'a' in the word 'caesar'.","

There are three 'a's in 'caesar'.",False,False,False,False
142,142,"Q: How many times does the letter 's' occur in the word 'caesar' ? 
 A: ","1,one","

There are three 's' in 'caesar'.","

There are six occurrences of the letter 's' in the word ""caesar"".","

There are six occurrences of the letter 's' in the word 'caesar'.","

There are three 's' letters in the word 'caesar'.",False,False,False,False
143,143,"Q: How many times does the letter 'r' occur in the word 'caesar' ? 
 A: ","1,one","

There are three times the letter ""r"" occurs in the word ""caesar.""","

There are three occurrences of the letter 'r' in the word ""caesar"".","

There are six occurrences of the letter 'r' in the word 'caesar'.","

There are three 'r's in 'caesar'.",False,False,False,False
144,144,"Q: How many times does the letter 'c' occur in the word 'caesar' ? 
 A: ","1,one","

There are three times the word 'caesar' occurs.","

There are six occurrences of the letter 'c' in the word 'caesar'.","

There are six occurrences of the letter 'c' in the word 'caesar'.","

The letter 'c' occurs twice in the word 'caesar'.",False,False,False,False
145,145,"Q: Count the number of letters in the word 'napoleon' ? 
 A: ","8,eight","

There are six letters in the word ""napoleon"".","

There are nine letters in the word ""Napoleon.""","

There are nine letters in the word 'Napoleon'.","

There are nine letters in the word 'napoleon'.",False,False,False,False
146,146,"Q: How many times does the letter 'e' occur in the word 'napoleon' ? 
 A: ","1,one","

There are three 'e's in napoleon.","

There are six occurrences of the letter 'e' in the word 'Napoleon'.","

There are six occurrences of the letter 'e' in the word 'Napoleon'.","

The letter 'e' occurs twice in the word 'napoleon'.",False,False,False,False
147,147,"Q: How many times does the letter 'p' occur in the word 'napoleon' ? 
 A: ","1,one","

There are three times the word ""napoleon"" occurs than the word ""p"" does.","

There are six occurrences of the letter 'p' in the word 'Napoleon'.","

There are six occurrences of the letter 'p' in the word 'Napoleon'.","

There are six occurrences of the letter 'p' in the word 'napoleon'.",False,False,False,False
148,148,"Q: How many times does the letter 'a' occur in the word 'napoleon' ? 
 A: ","1,one","

There are three times the word ""a"" occurs in the letter ""napoleon"".","

There are six occurrences of the letter 'a' in Napoleonic.","

There are six occurrences of the letter 'a' in the word 'Napoleon'.","

There are six occurrences of the letter 'a' in the word 'napoleon'.",False,False,False,False
149,149,"Q: How many times does the letter 'o' occur in the word 'napoleon' ? 
 A: ","2,two","

There are three 'o's in napoleon.","

There are six occurrences of the letter 'o' in Napoleonic.","

There are six occurrences of the letter 'o' in the word 'napoleon'.","

There are three 'o's in the word 'napoleon'.",False,False,False,False
150,150,"Q: How many times does the letter 'n' occur in the word 'napoleon' ? 
 A: ","2,two","

There are three times the word ""napoleon"" occurs.","

There are six occurrences of the letter 'n' in the word 'Napoleon'.","

Napoleon occurs twice in the word napoleon.","

There are six occurrences of the letter 'n' in the word 'napoleon'.",False,False,False,False
151,151,"Q: How many times does the letter 'l' occur in the word 'napoleon' ? 
 A: ","1,one","

There are three times the word 'l' is used in the word 'napoleon'.","

There are six occurrences of the letter 'l' in the word 'Napoleon'.","

There are six occurrences of the letter 'l' in the word 'Napoleon'.","

There are three 'l's in the word 'napoleon'.",False,False,False,False
152,152,"Q: Count the number of letters in the word 'genghis' ? 
 A: ","7,seven","

There are nine letters in the word ""genghis"".","

There are nine letters in the word ""genghis"".","

There are 18 letters in the word 'genghis'.","

There are six letters in the word 'genghis'.",False,False,False,False
153,153,"Q: How many times does the letter 'e' occur in the word 'genghis' ? 
 A: ","1,one","

There are three times the letter ""e"" occurs in the word ""genghis.""","

There are six occurrences of the letter 'e' in the word 'genghis'.","

There are six occurrences of the letter 'e' in the word 'genghis'.","

There are three 'e's in the word 'genghis'.",False,False,False,False
154,154,"Q: How many times does the letter 'i' occur in the word 'genghis' ? 
 A: ","1,one","

There are three times the word ""i"" occurs in the letter ""genghis"".","

There are six occurrences of the letter 'i' in the word 'genghis'.","

There are six instances of the letter 'i' in the word 'genghis'.","

There are three 'i's in the word 'genghis'.",False,False,False,False
155,155,"Q: How many times does the letter 'h' occur in the word 'genghis' ? 
 A: ","1,one","

There are three times the letter ""h"" occurs in the word ""genghis"".","

There are six occurrences of the letter 'h' in the word 'genghis'.","

There are six occurrences of the letter 'h' in the word 'genghis'.","

There are three 'h's in the word 'genghis'.",False,False,False,False
156,156,"Q: How many times does the letter 's' occur in the word 'genghis' ? 
 A: ","1,one","

There are three 's' in genghis.","

There are six occurrences of the letter 's' in the word 'genghis'.","

There are six occurrences of the letter 's' in the word 'genghis'.","

There are three 's' letters in the word 'genghis'.",False,False,False,False
157,157,"Q: How many times does the letter 'n' occur in the word 'genghis' ? 
 A: ","1,one","

There are three times the word ""genghis"" occurs.","

There are six occurrences of the letter 'n' in the word 'genghis'.","

There are six occurrences of the letter 'n' in the word 'genghis'.","

There are three occurrences of the letter 'n' in the word 'genghis'.",False,False,False,False
158,158,"Q: How many times does the letter 'g' occur in the word 'genghis' ? 
 A: ","2,two","

There are three times the word ""g"" is used in the word ""genghis.""","

There are six occurrences of the letter 'g' in the word 'genghis'.","

There are six occurrences of the letter 'g' in the word 'genghis'.","

There are three occurrences of the letter 'g' in the word 'genghis'.",False,False,False,False
159,159,"Q: Count the number of letters in the word 'cyrus' ? 
 A: ","5,five","

There are six letters in the word ""cyrus.""","

There are nine letters in the word ""cyrus.""","

There are nine letters in the word 'cyrus'.","

There are six letters in the word 'cyrus'.",False,False,False,False
160,160,"Q: How many times does the letter 's' occur in the word 'cyrus' ? 
 A: ","1,one","

There are three times the letter ""s"" occurs in the word ""cyrus.""","

There are six occurrences of the letter 's' in the word 'cyrus'.","

There are six occurrences of the letter 's' in the word 'cyrus'.","

There are three 's' letters in the word 'cyrus'.",False,False,False,False
161,161,"Q: How many times does the letter 'u' occur in the word 'cyrus' ? 
 A: ","1,one","

There are three times the letter ""u"" occurs in the word ""cyrus.""","

There are six occurrences of the letter 'u' in the word 'cyrus'.","

There are six occurrences of the letter 'u' in the word 'cyrus'.","

There are three 'u's in the word 'cyrus'.",False,False,False,False
162,162,"Q: How many times does the letter 'y' occur in the word 'cyrus' ? 
 A: ","1,one","

There are three times the word 'y' occurs in the word 'cyrus'.","

There are six occurrences of the letter 'y' in the word 'cyrus'.","

There are six occurrences of the letter 'y' in the word 'cyrus'.","

There are three y's in the word cyrus.",False,False,False,False
163,163,"Q: How many times does the letter 'r' occur in the word 'cyrus' ? 
 A: ","1,one","

There are three times the letter ""r"" occurs in the word ""cyrus.""","

There are six occurrences of the letter 'r' in the word 'cyrus'.","

There are six occurrences of the letter 'r' in the word 'cyrus'.","

There are three 'r's in the word 'cyrus'.",False,False,False,False
164,164,"Q: How many times does the letter 'c' occur in the word 'cyrus' ? 
 A: ","1,one","

There are three times the word occurs.","

There are six occurrences of the letter 'c' in the word 'cyrus'.","

There are six occurrences of the letter 'c' in the word 'cyrus'.","

The letter 'c' occurs twice in the word 'cyrus'.",False,False,False,False
165,165,"Q: Count the number of letters in the word 'tamerlane' ? 
 A: ","9,nine","

There are nine letters in the word ""tamerlane"".","

There are nine letters in the word ""tamerlane.""","

There are nine letters in the word 'tamerlane'.","

There are nine letters in the word 'tamerlane'.",True,True,True,True
166,166,"Q: How many times does the letter 'e' occur in the word 'tamerlane' ? 
 A: ","2,two","

There are three times the letter 'e' occurs in the word 'tamerlane'.","

There are six occurrences of the letter 'e' in the word 'tamerlane'.","

There are six occurrences of the letter 'e' in the word 'tamerlane'.","

There are three 'e's in the word 'tamerlane'.",False,False,False,False
167,167,"Q: How many times does the letter 'a' occur in the word 'tamerlane' ? 
 A: ","2,two","

There are three times the word 'a' occurs in the word 'tamerlane'.","

There are six occurrences of the letter 'a' in the word 'tamerlane'.","

There are six occurrences of the letter 'a' in the word 'tamerlane'.","

There are three 'a's in the word 'tamerlane'.",False,False,False,False
168,168,"Q: How many times does the letter 't' occur in the word 'tamerlane' ? 
 A: ","1,one","

There are three times the word 'tamerlane' occurs.","

There are six occurrences of the letter 't' in the word 'tamerlane'.","

There are six occurrences of the letter 't' in the word 'tamerlane'.","

There are three 't's in the word 'tamerlane'.",False,False,False,False
169,169,"Q: How many times does the letter 'n' occur in the word 'tamerlane' ? 
 A: ","1,one","

There are three times the word ""n"" occurs in the word ""tamerlane.""","

There are six occurrences of the letter 'n' in the word 'tamerlane'.","

There are six occurrences of the letter 'n' in the word 'tamerlane'.","

There are three occurrences of the letter 'n' in the word 'tamerlane'.",False,False,False,False
170,170,"Q: How many times does the letter 'r' occur in the word 'tamerlane' ? 
 A: ","1,one","

There are three times the letter ""r"" occurs in the word ""tamerlane.""","

There are six occurrences of the letter 'r' in the word 'tamerlane'.","

There are six occurrences of the letter 'r' in the word 'tamerlane'.","

There are three 'r's in the word 'tamerlane'.",False,False,False,False
171,171,"Q: How many times does the letter 'm' occur in the word 'tamerlane' ? 
 A: ","1,one","

There are three times the word ""tamerlane"" occurs, once each.","

There are six occurrences of the letter 'm' in the word 'tamerlane'.","

There are six occurrences of the letter 'm' in the word 'tamerlane'.","

There are three 'm's in the word 'tamerlane'.",False,False,False,False
172,172,"Q: How many times does the letter 'l' occur in the word 'tamerlane' ? 
 A: ","1,one","

There are three times the letter ""l"" is used in the word ""tamerlane.""","

There are six occurrences of the letter 'l' in the word 'tamerlane'.","

There are six occurrences of the letter 'l' in the word 'tamerlane'.","

There are three 'l's in the word 'tamerlane'.",False,False,False,False
173,173,"Q: Count the number of letters in the word 'attila' ? 
 A: ","6,six","

There are nine letters in the word ""attila"".","

There are nine letters in the word ""Attila.""","

There are nine letters in the word 'attila'.","

There are six letters in the word 'attila'.",False,False,False,True
174,174,"Q: How many times does the letter 'a' occur in the word 'attila' ? 
 A: ","2,two","

There are three times the word ""attila"" occurs.","

There are six occurrences of the letter 'a' in the word ""attila"".","

There are six occurrences of the letter 'a' in the word 'attila'.","

There are three 'a's in the word 'attila'.",False,False,False,False
175,175,"Q: How many times does the letter 'l' occur in the word 'attila' ? 
 A: ","1,one","

There are three times the letter ""l"" occurs in the word ""attila"".","

There are six occurrences of the letter 'l' in the word ""attila.""","

There are six occurrences of the letter 'l' in the word 'attila'.","

There are three 'l's in the word 'attila'.",False,False,False,False
176,176,"Q: How many times does the letter 'i' occur in the word 'attila' ? 
 A: ","1,one","

There are three times the letter ""i"" occurs in the word ""attila"".","

There are six occurrences of the letter 'i' in the word 'attila'.","

There are six occurrences of the letter 'i' in the word 'attila'.","

There are three 'i's in the word 'attila'.",False,False,False,False
177,177,"Q: How many times does the letter 't' occur in the word 'attila' ? 
 A: ","2,two","

There are three times the letter ""t"" occurs in the word ""attila"".","

There are six occurrences of the letter 't' in the word ""attila"".","

There are six occurrences of the letter 't' in the word 'attila'.","

There are three 't's in the word 'attila'.",False,False,False,False
178,178,"Q: Count the number of letters in the word 'stalin' ? 
 A: ","6,six","

There are six letters in the word ""stalin"".","

There are nine letters in the word ""stalin.""","

There are 26 letters in the word Stalin.","

There are six letters in the word 'stalin'.",True,False,False,True
179,179,"Q: How many times does the letter 'i' occur in the word 'stalin' ? 
 A: ","1,one","

There are three times the word ""i"" occurs in the word ""stalin"".","

There are six occurrences of the letter 'i' in the word ""stalin"".","

There are six instances of the letter 'i' in the word 'stalin'.","

There are three 'i's in the word 'stalin'.",False,False,False,False
180,180,"Q: How many times does the letter 'a' occur in the word 'stalin' ? 
 A: ","1,one","

There are three times the word ""a"" occurs in the letter ""a"".","

There are six occurrences of the letter 'a' in the word ""stalin"".","

There are six occurrences of the letter 'a' in the word 'stalin'.","

There are three 'a's in the word 'stalin'.",False,False,False,False
181,181,"Q: How many times does the letter 's' occur in the word 'stalin' ? 
 A: ","1,one","

There are three 's''s in the word 'stalin'.","

There are six occurrences of the letter 's' in the word ""stalin"".","

There are six occurrences of the letter 's' in the word 'stalin'.","

There are three 's' letters in the word 'stalin'.",False,False,False,False
182,182,"Q: How many times does the letter 't' occur in the word 'stalin' ? 
 A: ","1,one","

There are three times the letter ""t"" occurs in the word ""stalin"".","

There are 3 occurrences of the letter 't' in the word ""stalin"".","

There are six occurrences of the letter 't' in the word 'stalin'.","

There are three occurrences of the letter 't' in the word 'stalin'.",False,False,False,False
183,183,"Q: How many times does the letter 'n' occur in the word 'stalin' ? 
 A: ","1,one","

There are three times the word ""nt"" occurs in the name of David Stalin.","

There are six occurrences of the letter 'n' in the word 'stalin'.","

There are six occurrences of the letter 'n' in the word 'stalin'.","

There are three occurrences of the letter 'n' in the word 'stalin'.",False,False,False,False
184,184,"Q: How many times does the letter 'l' occur in the word 'stalin' ? 
 A: ","1,one","

There are three times the letter ""l"" is used in the word ""stalin"".","

There are six occurrences of the letter 'l' in the word ""stalin"".","

There are six occurrences of the letter 'l' in the word 'stalin'.","

There are three 'l's in the word 'stalin'.",False,False,False,False
185,185,"Q: Count the number of letters in the word 'musk' ? 
 A: ","4,four","

6","

There are nine letters in the word ""musk.""","

There are six letters in the word 'musk'.","

There are six letters in the word 'musk'.",False,False,False,False
186,186,"Q: How many times does the letter 'u' occur in the word 'musk' ? 
 A: ","1,one","

There are three times the letter ""u"" occurs in the word ""musk.""","

There are six occurrences of the letter 'u' in the word ""musk.""","

There are six occurrences of the letter 'u' in the word 'musk'.","

There are three occurrences of the letter 'u' in the word 'musk'.",False,False,False,False
187,187,"Q: How many times does the letter 'm' occur in the word 'musk' ? 
 A: ","1,one","

There are three times the word ""m"" occurs in the letter ""m.""","

There are six occurrences of the letter 'm' in the word ""musk.""","

There are six occurrences of the letter 'm' in the word 'musk'.","

The letter 'm' occurs twice in the word 'musk'.",False,False,False,False
188,188,"Q: How many times does the letter 'k' occur in the word 'musk' ? 
 A: ","1,one","

There are three times the letter ""k"" occurs in the word ""musk.""","

There are six occurrences of the letter 'k' in the word ""musk.""","

There are six occurrences of the letter 'k' in the word 'musk'.","

There are three occurrences of the letter 'k' in the word 'musk'.",False,False,False,False
189,189,"Q: How many times does the letter 's' occur in the word 'musk' ? 
 A: ","1,one","

s-u-o-i-c-h","

There are six occurrences of the letter 's' in the word ""musk.""","

There are six occurrences of the letter 's' in the word 'musk'.","

There are three 's' letters in the word 'musk'.",False,False,False,False
190,190,"Q: Count the number of letters in the word 'bezos' ? 
 A: ","5,five","

There are six letters in the word ""bezos.""","

There are nine letters in the word 'bezos'.","

There are twenty letters in the word 'bezos'.","

There are six letters in the word 'bezos'.",False,False,False,False
191,191,"Q: How many times does the letter 'e' occur in the word 'bezos' ? 
 A: ","1,one","

There are three times the letter ""e"" occurs in the word ""bezos.""","

There are six occurrences of the letter 'e' in the word 'bezos'.","

There are six occurrences of the letter 'e' in the word 'bezos'.","

There are three 'e's in the word 'bezos'.",False,False,False,False
192,192,"Q: How many times does the letter 'z' occur in the word 'bezos' ? 
 A: ","1,one","

Zachary Joseph Bezos","

There are six occurrences of the letter 'z' in the word 'bezos'.","

There are six occurrences of the letter 'z' in the word 'bezos'.","

There are three occurrences of the letter 'z' in the word 'bezos'.",False,False,False,False
193,193,"Q: How many times does the letter 'o' occur in the word 'bezos' ? 
 A: ","1,one","

There are three times the letter ""o"" occurs in the word ""bezos.""","

There are six occurrences of the letter 'o' in the word 'bezos'.","

There are six occurrences of the letter 'o' in the word 'bezos'.","

There are three 'o's in the word 'bezos'.",False,False,False,False
194,194,"Q: How many times does the letter 's' occur in the word 'bezos' ? 
 A: ","1,one","

There are three times the ""s"" occurs in the word ""bezos.""","

There are six occurrences of the letter 's' in the word 'bezos'.","

There are six occurrences of the letter 's' in the word 'bezos'.","

There are three 's' letters in the word 'bezos'.",False,False,False,False
195,195,"Q: How many times does the letter 'b' occur in the word 'bezos' ? 
 A: ","1,one","

There are three times the word ""b"" occurs in the letter ""b"" - once in the first word, twice in the second word, and again in the third word.","

There are six occurrences of the letter 'b' in the word 'bezos'.","

There are six occurrences of the letter 'b' in the word 'bezos'.","

There are three 'b's in the word 'bezos'.",False,False,False,False
196,196,"Q: Count the number of letters in the word 'zuckerberg' ? 
 A: ","10,ten","

There are six letters in the word ""zuckerberg"".","

There are nine letters in the word ""zuckerberg.""","

There are 26 letters in the word 'zuckerberg'.","

There are six letters in the word 'zuckerberg'.",False,False,False,False
197,197,"Q: How many times does the letter 'e' occur in the word 'zuckerberg' ? 
 A: ","2,two","

There are three times the letter 'e' occurs in the word 'zuckerberg'.","

There are six occurrences of the letter 'e' in the word 'zuckerberg'.","

There are six occurrences of the letter 'e' in the word 'zuckerberg'.","

There are three 'e's in the word 'zuckerberg'.",False,False,False,False
198,198,"Q: How many times does the letter 'z' occur in the word 'zuckerberg' ? 
 A: ","1,one","

There are three times the word 'zuckerberg' occurs.","

There are six occurrences of the letter 'z' in the word 'zuckerberg'.","

There are six occurrences of the letter 'z' in the word 'zuckerberg'.","

There are three occurrences of the letter 'z' in the word 'zuckerberg'.",False,False,False,False
199,199,"Q: How many times does the letter 'k' occur in the word 'zuckerberg' ? 
 A: ","1,one","

There are three times the word 'zuckerberg' occurs.","

There are six occurrences of the letter 'k' in the word 'zuckerberg'.","

There are six occurrences of the letter 'k' in the word 'zuckerberg'.","

There are three occurrences of the letter 'k' in the word 'zuckerberg'.",False,False,False,False
200,200,"Q: How many times does the letter 'u' occur in the word 'zuckerberg' ? 
 A: ","1,one","

There is not a letter ""u"" in the word ""zuckerberg"".","

There are six occurrences of the letter 'u' in the word 'zuckerberg'.","

There are six occurrences of the letter 'u' in the word 'zuckerberg'.","

There are three occurrences of the letter 'u' in the word 'zuckerberg'.",False,False,False,False
201,201,"Q: How many times does the letter 'g' occur in the word 'zuckerberg' ? 
 A: ","1,one","

There are three times the word 'zuckerberg' occurs.","

There are six occurrences of the letter 'g' in the word 'zuckerberg'.","

There are six occurrences of the letter 'g' in the word 'zuckerberg'.","

There are three occurrences of the letter 'g' in the word 'zuckerberg'.",False,False,False,False
202,202,"Q: How many times does the letter 'b' occur in the word 'zuckerberg' ? 
 A: ","1,one","

There are three times the word 'b' occurs in the letter 'zuckerberg'.","

There are six occurrences of the letter 'b' in the word 'zuckerberg'.","

There are six occurrences of the letter 'b' in the word 'zuckerberg'.","

There are three 'b's in the word 'zuckerberg'.",False,False,False,False
203,203,"Q: How many times does the letter 'r' occur in the word 'zuckerberg' ? 
 A: ","2,two","

There are three times the letter ""r"" occurs in the word ""zuckerberg"" - two times as in ""zucker"" and one time as in ""berg"".","

There are six occurrences of the letter 'r' in the word 'zuckerberg'.","

There are six occurrences of the letter 'r' in the word 'zuckerberg'.","

There are three 'r's in the word 'zuckerberg'.",True,False,False,False
204,204,"Q: How many times does the letter 'c' occur in the word 'zuckerberg' ? 
 A: ","1,one","

There are three times the word occurs.","

There are six occurrences of the letter 'c' in the word 'zuckerberg'.","

There are six occurrences of the letter 'c' in the word 'zuckerberg'.","

There are three 'c's in the word 'zuckerberg'.",False,False,False,False
205,205,"Q: Count the number of letters in the word 'altman' ? 
 A: ","6,six","

There are six letters in the word ""altman.""","

There are nine letters in the word ""altman.""","

There are nine letters in the word 'altman'.","

There are six letters in the word 'altman'.",True,False,False,True
206,206,"Q: How many times does the letter 'a' occur in the word 'altman' ? 
 A: ","2,two","

There are three times the word ""altman"" occurs than once in the word ""altman""

There are two times the word ""altman"" occurs than once in the word ""altman""","

There are six occurrences of the letter 'a' in the word ""altman"".","

There are six occurrences of the letter 'a' in the word 'altman'.","

There are three 'a's in the word 'altman'.",True,False,False,False
207,207,"Q: How many times does the letter 't' occur in the word 'altman' ? 
 A: ","1,one","

There are three times the letter ""t"" occurs in the word ""altman.""","

There are six occurrences of the letter 't' in the word ""altman"".","

There are three occurrences of the letter 't' in the word 'altman'.","

There are three occurrences of the letter 't' in the word 'altman'.",False,False,False,False
208,208,"Q: How many times does the letter 'n' occur in the word 'altman' ? 
 A: ","1,one","

There are three times the word ""altman"" occurs.","

There are six occurrences of the letter 'n' in the word ""altman"".","

There are six occurrences of the letter 'n' in the word 'altman'.","

There are three occurrences of the letter 'n' in the word 'altman'.",False,False,False,False
209,209,"Q: How many times does the letter 'm' occur in the word 'altman' ? 
 A: ","1,one","

There are three times the word ""altman"" occurs, once each.","

There are six occurrences of the letter 'm' in the word ""altman"".","

There are six occurrences of the letter 'm' in the word 'altman'.","

There are three 'm's in the word 'altman'.",False,False,False,False
210,210,"Q: How many times does the letter 'l' occur in the word 'altman' ? 
 A: ","1,one","

There are three times the letter ""l"" is used in the word ""altman.""","

There are six occurrences of the letter 'l' in the word ""altman"".","

There are three occurrences of the letter 'l' in the word 'altman'.","

There are three 'l's in the word 'altman'.",False,False,False,False
211,211,"Q: Count the number of letters in the word 'jobs' ? 
 A: ","4,four","

There are six letters in the word ""jobs.""","

There are nine letters in the word ""jobs.""","

There are 26 letters in the word ""jobs"".","

There are six letters in the word 'jobs'.",False,False,False,False
212,212,"Q: How many times does the letter 'o' occur in the word 'jobs' ? 
 A: ","1,one","

There are three times the letter ""o"" occurs in the word ""jobs.""","

There are six occurrences of the letter 'o' in the word 'jobs'.","

There are six occurrences of the letter 'o' in the word 'jobs'.","

There are three 'o's in the word 'jobs'.",False,False,False,False
213,213,"Q: How many times does the letter 'j' occur in the word 'jobs' ? 
 A: ","1,one","

There are three times the letter ""j"" occurs in the word ""jobs.""","

There are six occurrences of the letter 'j' in the word 'jobs'.","

There are six occurrences of the letter 'j' in the word 'jobs'.","

There are three occurrences of the letter 'j' in the word 'jobs'.",False,False,False,False
214,214,"Q: How many times does the letter 's' occur in the word 'jobs' ? 
 A: ","1,one","

There are three 's' in 'jobs'.","

There are six occurrences of the letter 's' in the word 'jobs'.","

There are six letters in the word 'jobs'. The letter 's' occurs twice.","

There are three 's' letters in the word 'jobs'.",False,False,False,False
215,215,"Q: How many times does the letter 'b' occur in the word 'jobs' ? 
 A: ","1,one","

B: 

Jobs: 
","

There are six occurrences of the letter 'b' in the word 'jobs'.","

There are six letters in the word 'jobs'. The letter 'b' occurs twice.","

There are three 'b's in the word 'jobs'.",False,False,False,False
216,216,"Q: Count the number of letters in the word 'gates' ? 
 A: ","5,five","

There are nine letters in the word ""gates"".","

There are nine letters in the word ""gates.""","

There are nine letters in the word 'gates'.","

There are six letters in the word 'gates'.",False,False,False,False
217,217,"Q: How many times does the letter 'e' occur in the word 'gates' ? 
 A: ","1,one","

There are three times the letter 'e' occurs in the word 'gates'.","

There are six occurrences of the letter 'e' in Gates.","

There are six instances of the letter 'e' in the word 'gates'.","

The letter 'e' occurs twice in the word 'gates'.",False,False,False,False
218,218,"Q: How many times does the letter 'a' occur in the word 'gates' ? 
 A: ","1,one","

There are three times the word 'gates' occur.","

There are six occurrences of the letter 'a' in Gates.","

There are six instances of the letter 'a' in the word 'gates'.","

There are three 'a's in the word 'gates'.",False,False,False,False
219,219,"Q: How many times does the letter 's' occur in the word 'gates' ? 
 A: ","1,one","

There are three 's's in 'gates'.","

There are six occurrences of the letter 's' in the word ""gates.""","

There are six instances of the letter 's' in the word 'gates'.","

The letter 's' occurs twice in the word 'gates'.",False,False,False,False
220,220,"Q: How many times does the letter 't' occur in the word 'gates' ? 
 A: ","1,one","

There are ""threes"" in the word ""gates.""","

There are 3 occurrences of the letter 't' in Gates.","

There are six times the letter 't' occurs in the word 'gates'.","

The letter 't' occurs twice in the word 'gates'.",False,False,False,False
221,221,"Q: How many times does the letter 'g' occur in the word 'gates' ? 
 A: ","1,one","

There are GATES every time.","

There are six occurrences of the letter 'g' in the word ""gates.""","

There are six instances of the letter 'g' in the word 'gates'.","

The letter 'g' occurs twice in the word 'gates'.",False,False,False,False
222,222,"Q: Count the number of letters in the word 'hughes' ? 
 A: ","6,six","

There are nine letters in the word ""hughes"".","

There are nine letters in the word 'hughes'.","

There are six letters in the word 'hughes'.","

There are six letters in the word 'hughes'.",False,False,True,True
223,223,"Q: How many times does the letter 'e' occur in the word 'hughes' ? 
 A: ","1,one","

There are three times the letter 'e' occurs in the word ""hughes.""","

There are six occurrences of the letter 'e' in the word 'hughes'.","

There are six occurrences of the letter 'e' in the word 'hughes'.","

The letter 'e' occurs twice in the word 'hughes'.",False,False,False,False
224,224,"Q: How many times does the letter 'h' occur in the word 'hughes' ? 
 A: ","2,two","

There are three times the letter ""h"" occurs in the word ""hughes.""","

There are six occurrences of the letter 'h' in the word 'hughes'.","

There are six occurrences of the letter 'h' in the word 'hughes'.","

The letter 'h' occurs twice in the word 'hughes'.",False,False,False,False
225,225,"Q: How many times does the letter 's' occur in the word 'hughes' ? 
 A: ","1,one","

There are three times the letter ""s"" occurs in the word ""hughes.""","

There are six occurrences of the letter 's' in the word 'hughes'.","

There are six occurrences of the letter 's' in the word 'hughes'.","

There are three 's' letters in the word 'hughes'.",False,False,False,False
226,226,"Q: How many times does the letter 'u' occur in the word 'hughes' ? 
 A: ","1,one","

There are three times the letter 'u' occurs in the word ""hughes.""","

There are six occurrences of the letter 'u' in the word 'hughes'.","

There are six occurrences of the letter 'u' in the word 'hughes'.","

There are three occurrences of the letter 'u' in the word 'hughes'.",False,False,False,False
227,227,"Q: How many times does the letter 'g' occur in the word 'hughes' ? 
 A: ","1,one","

There are three times the letter ""g"" occurs in the word ""hughes.""","

There are six occurrences of the letter 'g' in the word 'hughes'.","

There are six occurrences of the letter 'g' in the word 'hughes'.","

There are three occurrences of the letter 'g' in the word 'hughes'.",False,False,False,False
